planner_type, total_time, solved, process_time, path_simplify_time, path_simplify_smoothness, path_simplify_length, path_simplify_correct, path_simplify_clearance, path_plan_time, path_plan_smoothness, path_plan_length, path_plan_correct, path_plan_clearance, path_interpolate_time, path_interpolate_smoothness, path_interpolate_length, path_interpolate_correct, path_interpolate_clearance, goal_name
right_arm_RRT, 0.287867214, 1, 0.017300069, 0.006849, 0.0, 8.02602864326, 0, 0.126303534955, 0.26361, 1.77553414204, 10.5088876828, 0, 0.123009420931, 0.000108145, 2.61228946971e-17, 8.02602864326, 0, 0.108217902482, tabletop.tabletop_08
right_arm_RRT, 0.73781474, 1, 0.036669603, 0.19071, 0.0844199918061, 12.6630570128, 0, 0.0847380433886, 0.51035, 5.97770269928, 29.3953358128, 0, 0.119739159709, 8.5137e-05, 0.054226549071, 12.6630570128, 0, 0.0872564594229, tabletop.tabletop_09
right_arm_RRT, 1.418242812, 1, 0.035682319, 0.236258, 0.247662964575, 11.1133048233, 0, 0.0640166307567, 1.146222, 9.38391036516, 39.7877214423, 0, 0.115550562401, 8.0493e-05, 0.153888632181, 11.1133048233, 0, 0.0629202559973, tabletop.tabletop_09
right_arm_RRT, 0.871170576, 1, 0.029280646, 0.206414, 0.326217723306, 9.92256608704, 0, 0.068744145398, 0.635425, 5.60925076327, 17.5471030731, 0, 0.125223583409, 5.093e-05, 0.238459040287, 9.92256608704, 0, 0.0656496845186, tabletop.tabletop_09
rms_RRT, 0.073414641, 1, 0.015847799, 0.010503, 0.0, 11.0368316074, 1, 0.0158788561821, 0.046901, 4.35502887872, 17.8049066628, 1, 0.0158788561821, 0.000162842, 3.33066908395e-16, 11.0368316074, 1, 0.0158788561821, narrow_passage.right_01
rms_RRT, 0.245310033, 1, 0.009864407, 2e-06, 0.0, 6.18417920348, 1, 0.0158788561821, 0.235365, 0.0, 6.18417920348, 1, 0.0158788561821, 7.8626e-05, 3.80647895162e-16, 6.18417920348, 1, 0.0158788561821, narrow_passage.right_01
rms_RRT, 0.38686019, 1, 0.015331544, 0.010964, 0.0, 12.4728246134, 1, 0.0158788561821, 0.360408, 6.93932938108, 43.566765142, 1, 0.0158788561821, 0.000156646, 8.5401771129e-16, 12.4728246134, 1, 0.0158788561821, narrow_passage.right_01
rms_RRT, 0.354847626, 1, 0.019593264, 0.012056, 0.0, 17.8426324438, 1, 0.0158788561821, 0.322978, 7.80915630865, 44.884897983, 1, 0.0158788561821, 0.000220362, 5.2810609005e-16, 17.8426324438, 1, 0.0158788561821, narrow_passage.right_02
rms_RRT, 0.13200769, 1, 0.019749884, 0.008694, 0.0, 18.7841718554, 1, 0.0143231512047, 0.103327, 6.01729651205, 35.0812736985, 1, 0.0148128444329, 0.000236806, 3.68269103253e-16, 18.7841718554, 1, 0.0158029681344, narrow_passage.right_02
rms_RRT, 0.217772004, 1, 0.016440151, 0.012106, 0.0, 13.2146069444, 1, 0.0158788561821, 0.18906, 7.46802609697, 52.7287849069, 1, 0.0158788561821, 0.000165853, 1.37820789262e-15, 13.2146069444, 1, 0.0158788561821, narrow_passage.right_02
rms_RRT, 0.503192847, 1, 0.021622465, 0.010365, 0.0, 13.6981968769, 1, 0.0158788561821, 0.471026, 6.30297478276, 35.3351715091, 1, 0.0158788561821, 0.000179382, 1.05265590291e-15, 13.6981968769, 1, 0.0158788561821, narrow_passage.right_01
rms_RRT, 0.171580992, 1, 0.012392214, 0.010338, 0.0, 10.1207002767, 1, 0.0158788561821, 0.148733, 4.81292020417, 17.3769613122, 1, 0.0158788561821, 0.000117778, 1.01506105109e-15, 10.1207002767, 1, 0.0158788561821, narrow_passage.right_01
rms_RRT, 0.289485931, 1, 0.022597191, 0.013096, 0.0, 20.0903149429, 1, 0.0158788561821, 0.253537, 7.09324862306, 65.6706007571, 1, 0.0158788561821, 0.00025574, 5.9211895053e-16, 20.0903149429, 1, 0.0149458790508, narrow_passage.right_01
rms_RRT, 0.746203182, 1, 0.01959144, 0.012928, 0.0, 15.5299051003, 1, 0.0158788561821, 0.713474, 7.31290865591, 75.8720141701, 1, 0.0158788561821, 0.000209742, 9.60192887792e-16, 15.5299051003, 1, 0.0158788561821, narrow_passage.right_02
rms_RRT, 0.513284242, 1, 0.020188976, 0.011232, 0.0, 17.0687766274, 1, 0.0158788561821, 0.48163, 7.74088084502, 42.1700855646, 1, 0.0158788561821, 0.000233266, 8.01526865594e-16, 17.0687766274, 1, 0.0158788561821, narrow_passage.right_02
rms_RRT, 0.400336399, 1, 0.017447815, 0.007818, 0.0, 14.3935439118, 1, 0.0158788561821, 0.374882, 5.02513984579, 34.5261187461, 1, 0.0158788561821, 0.000188584, 4.57546460641e-16, 14.3935439118, 1, 0.0158788561821, narrow_passage.right_02
right_arm_TRRT, 5.095844238, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, industrial.oven_01
right_arm_TRRT, 5.078284898, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, industrial.oven_01
right_arm_TRRT, 5.081758529, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, industrial.oven_01
right_arm_TRRT, 1.219589171, 1, 0.106312713, 0.008172, 0.0, 7.54360102954, 1, 0.0867191581056, 1.104971, 2.84492220027, 9.90990133892, 1, 0.0612551975729, 0.000133458, 4.96335001313e-16, 7.54360102954, 1, 0.0497064220664, industrial.top_bin_left_01
right_arm_TRRT, 5.090913698, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, industrial.top_bin_left_01
right_arm_TRRT, 0.606959484, 1, 0.100847706, 0.007816, 0.0, 7.5450365124, 1, 0.0867911912501, 0.49819, 4.29869176117, 13.8853865366, 1, 0.0456911029392, 0.000105778, 3.3959763313e-16, 7.5450365124, 1, 0.0494241830071, industrial.top_bin_left_01
right_arm_TRRT, 0.625800631, 1, 0.102003382, 0.006911, 0.0, 5.71142216834, 1, 0.105660267174, 0.516796, 3.36329081913, 9.78337797977, 1, 0.0560611283872, 9.0249e-05, 4.28775790554e-16, 5.71142216834, 1, 0.0941785188584, industrial.top_bin_right_01
right_arm_TRRT, 0.180490907, 1, 0.089576203, 0.006953, 0.0, 5.70250314448, 1, 0.10530885309, 0.08387, 1.98845090293, 7.89215288647, 1, 0.0508216383079, 9.1704e-05, 3.67522105886e-16, 5.70250314448, 1, 0.0935792016058, industrial.top_bin_right_01
right_arm_TRRT, 0.286028526, 1, 0.097201224, 0.006959, 0.0, 5.72066778614, 1, 0.105365905911, 0.181776, 2.77171021166, 6.93865283686, 1, 0.0595871653746, 9.2302e-05, 3.67522104295e-16, 5.72066778614, 1, 0.0937126286585, industrial.top_bin_right_01
right_arm_TRRT, 0.298842352, 1, 0.097953397, 0.006952, 0.0, 5.85141708861, 1, 0.116855859756, 0.193846, 3.94023282175, 7.7736565832, 1, 0.0735320104286, 9.0955e-05, 2.14387894274e-16, 5.85141708861, 1, 0.111290824824, industrial.top_bin_right_02
right_arm_TRRT, 0.199643348, 1, 0.089075527, 0.006947, 0.0, 5.84770736764, 1, 0.116412393749, 0.103528, 1.27750179378, 6.52117595295, 1, 0.0656212426045, 9.2821e-05, 7.6567105088e-16, 5.84770736764, 1, 0.111098226288, industrial.top_bin_right_02
right_arm_TRRT, 0.301173347, 1, 0.091710828, 0.006954, 0.0, 5.2791075592, 1, 0.101757029071, 0.202423, 4.29192184752, 9.3783162181, 1, 0.0607795936854, 8.5519e-05, 5.59223451335e-16, 5.2791075592, 1, 0.0986560806632, industrial.top_bin_right_02
