planner_type, total_time, solved, process_time, path_simplify_time, path_simplify_smoothness, path_simplify_length, path_simplify_correct, path_simplify_clearance, path_plan_time, path_plan_smoothness, path_plan_length, path_plan_correct, path_plan_clearance, path_interpolate_time, path_interpolate_smoothness, path_interpolate_length, path_interpolate_correct, path_interpolate_clearance, param_max_states_failed, goal_name
right_arm_TRRT, 0.29331139, 1, 0.104590383, 0.007044, 0.0, 5.71190991824, 1, 0.105497475713, 0.181583, 1.62589146361, 6.85874861238, 1, 0.0553200313201, 9.4007e-05, 4.28775790554e-16, 5.71190991824, 1, 0.093932556438, 81.0, industrial.top_bin_right_01
right_arm_TRRT, 0.342731569, 1, 0.099557283, 0.007633, 0.0, 5.71202476773, 1, 0.105514340103, 0.235447, 1.9435606351, 8.38500892159, 1, 0.0509126295264, 9.4286e-05, 9.18805262589e-16, 5.71202476773, 1, 0.0939781275289, 91.0, industrial.top_bin_right_01
right_arm_TRRT, 0.379896214, 1, 0.115686207, 0.007112, 0.0, 5.70991487113, 1, 0.105347126722, 0.257004, 5.14119373507, 10.5819180653, 1, 0.0541200122486, 9.4007e-05, 3.67522105886e-16, 5.70991487113, 1, 0.0936521828688, 1.0, industrial.top_bin_right_01
right_arm_TRRT, 0.252572484, 1, 0.09701336, 0.007069, 0.0, 5.71609050374, 1, 0.105462882668, 0.148395, 5.35007263439, 8.62642014763, 1, 0.0639612516388, 9.5124e-05, 6.43163682646e-16, 5.71609050374, 1, 0.0938482957667, 11.0, industrial.top_bin_right_01
right_arm_TRRT, 0.286830399, 1, 0.10110812, 0.007116, 0.0, 5.17280054496, 1, 0.0897035505623, 0.178518, 3.84725692905, 10.2796175586, 1, 0.0674025557403, 8.8279e-05, 4.60536960154e-16, 5.17280054496, 1, 0.0797585105454, 21.0, industrial.top_bin_right_01
right_arm_TRRT, 0.611118495, 1, 0.10998593, 0.007152, 0.0, 5.69915781711, 1, 0.105533521622, 0.493886, 4.56195115665, 12.1138644276, 1, 0.0666237434044, 9.4565e-05, 3.98148947323e-16, 5.69915781711, 1, 0.0939885431836, 31.0, industrial.top_bin_right_01
right_arm_TRRT, 0.284650446, 1, 0.097395675, 0.007136, 0.0, 5.24415523144, 1, 0.0910134743899, 0.180027, 4.704864463, 10.2310084452, 1, 0.0614283451411, 9.1771e-05, 1.26882631503e-15, 5.24415523144, 1, 0.0808115278238, 41.0, industrial.top_bin_right_01
right_arm_TRRT, 0.302251565, 1, 0.09439793, 0.007089, 0.0, 5.69574288642, 1, 0.105480909348, 0.20067, 2.94276875464, 7.70329151547, 1, 0.0636898350591, 9.4635e-05, 5.81909999468e-16, 5.69574288642, 1, 0.0939018595321, 51.0, industrial.top_bin_right_01
right_arm_TRRT, 0.316142997, 1, 0.104395292, 0.007096, 0.0, 5.71134043879, 1, 0.105542361736, 0.204557, 4.07578381606, 7.90634701469, 1, 0.0648391942183, 9.4705e-05, 1.22507369205e-16, 5.71134043879, 1, 0.0939612211338, 61.0, industrial.top_bin_right_01
right_arm_TRRT, 0.31089135, 1, 0.090509065, 0.007074, 0.0, 5.70679535886, 1, 0.105582840741, 0.213214, 3.69165781566, 8.38713711586, 1, 0.0650446905444, 9.4285e-05, 5.20656318255e-16, 5.70679535886, 1, 0.0940974362451, 71.0, industrial.top_bin_right_01
