planner_type, total_time, solved, process_time, path_simplify_time, path_simplify_smoothness, path_simplify_length, path_simplify_correct, path_simplify_clearance, path_plan_time, path_plan_smoothness, path_plan_length, path_plan_correct, path_plan_clearance, path_interpolate_time, path_interpolate_smoothness, path_interpolate_length, path_interpolate_correct, path_interpolate_clearance, param_temp_change_factor, param_max_states_failed, goal_name
right_arm_TRRT, 3.050771541, 1, 0.019119303, 0.006969, 0.0, 5.70987667203, 1, 0.105523545295, 3.02459, 2.63339523976, 8.23067782843, 1, 0.0390638477014, 9.3238e-05, 5.81909999635e-16, 5.70987667203, 1, 0.0939724427359, 10.0, 81.0, industrial.top_bin_right_01
right_arm_TRRT, 2.547955155, 1, 0.019895197, 0.007021, 0.0, 5.71384379461, 1, 0.105457615107, 2.520946, 3.13777781882, 9.45251301786, 1, 0.0555860613074, 9.2958e-05, 5.20656318255e-16, 5.71384379461, 1, 0.0938472652744, 10.0, 91.0, industrial.top_bin_right_01
right_arm_TRRT, 0.159597596, 1, 0.019638961, 0.007087, 0.0, 5.70978490143, 1, 0.105486538261, 0.132777, 3.513805283, 8.99678539212, 1, 0.0536685926983, 9.4635e-05, 5.20656316528e-16, 5.70978490143, 1, 0.0939025118433, 20.0, 1.0, industrial.top_bin_right_01
right_arm_TRRT, 0.330651125, 1, 0.018599826, 0.007067, 0.0, 4.95896905535, 1, 0.0800359882414, 0.3049, 3.51790919345, 8.6569638282, 1, 0.048597410178, 8.4299e-05, 4.7824992016e-16, 4.95896905535, 1, 0.071419992914, 20.0, 11.0, industrial.top_bin_right_01
right_arm_TRRT, 1.049804239, 1, 0.019115652, 0.007035, 0.0, 5.72347321742, 1, 0.105556495488, 1.02356, 1.63056792885, 6.97633379277, 1, 0.0536129542372, 9.3587e-05, 6.43163682742e-16, 5.72347321742, 1, 0.0940602203381, 20.0, 21.0, industrial.top_bin_right_01
right_arm_TRRT, 1.160974728, 1, 0.018176357, 0.007042, 0.0, 5.1342061398, 1, 0.0879422072321, 1.135669, 2.3862100689, 6.82975980314, 1, 0.0490696850571, 8.7371e-05, 6.25014445658e-16, 5.1342061398, 1, 0.0782890350178, 20.0, 31.0, industrial.top_bin_right_01
right_arm_TRRT, 0.85777032, 1, 0.019260615, 0.007023, 0.0, 5.71474772104, 1, 0.105591077358, 0.831392, 3.76851988511, 7.97578295435, 1, 0.0605638789323, 9.4705e-05, 5.20656316528e-16, 5.71474772104, 1, 0.0941057333658, 20.0, 41.0, industrial.top_bin_right_01
right_arm_TRRT, 1.120228134, 1, 0.019638198, 0.006992, 0.0, 5.722111112, 1, 0.105394147336, 1.093504, 4.04815073276, 9.17299532049, 1, 0.0771316721176, 9.3936e-05, 4.90029472489e-16, 5.722111112, 1, 0.0936961726382, 20.0, 51.0, industrial.top_bin_right_01
right_arm_TRRT, 1.083210933, 1, 0.018795066, 0.007036, 0.0, 5.69744165911, 1, 0.105560146272, 1.057286, 2.00573912307, 6.84864874818, 1, 0.0610029106452, 9.3867e-05, 4.90029473363e-16, 5.69744165911, 1, 0.0940268795038, 20.0, 61.0, industrial.top_bin_right_01
right_arm_TRRT, 2.193349871, 1, 0.018847493, 0.006994, 0.0, 5.70855641014, 1, 0.105585951358, 2.167415, 1.12171834702, 6.41860777, 1, 0.0462343819778, 9.3378e-05, 9.49432107148e-16, 5.70855641014, 1, 0.0941070757549, 20.0, 71.0, industrial.top_bin_right_01
right_arm_TRRT, 1.549897369, 1, 0.018937573, 0.006974, 0.0, 5.70870310078, 1, 0.105534736067, 1.523892, 1.47886900397, 7.12558040647, 1, 0.0644752791321, 9.3796e-05, 3.98148947323e-16, 5.70870310078, 1, 0.0940206788223, 20.0, 81.0, industrial.top_bin_right_01
right_arm_TRRT, 2.057030786, 1, 0.0188965, 0.007018, 0.0, 5.72307981464, 1, 0.105682164431, 2.031022, 0.596586828911, 6.51879458382, 1, 0.043509951581, 9.4286e-05, 3.36895262372e-16, 5.72307981464, 1, 0.0942316939091, 20.0, 91.0, industrial.top_bin_right_01
