planner_type, total_time, solved, process_time, path_simplify_time, path_simplify_smoothness, path_simplify_length, path_simplify_correct, path_simplify_clearance, path_plan_time, path_plan_smoothness, path_plan_length, path_plan_correct, path_plan_clearance, path_interpolate_time, path_interpolate_smoothness, path_interpolate_length, path_interpolate_correct, path_interpolate_clearance, param_temp_change_factor, param_range, goal_name
right_arm_TRRT, 0.126040118, 1, 0.091900435, 0.007106, 0.0, 5.70469842363, 1, 0.105490516871, 0.026916, 5.2613555278, 9.84687189502, 1, 0.0962463691831, 0.000117683, 5.20656316528e-16, 5.70469842363, 1, 0.0938497589066, 6.0, 300.0, industrial.top_bin_right_01
right_arm_TRRT, 0.145184594, 1, 0.103314511, 0.007116, 0.0, 5.72162344185, 1, 0.105600774288, 0.034632, 4.46597928488, 9.34692316043, 1, 0.116601546605, 0.000122083, 7.35044208589e-16, 5.72162344185, 1, 0.094069554888, 6.0, 400.0, industrial.top_bin_right_01
right_arm_TRRT, 0.143782111, 1, 0.092535045, 3e-06, 0.0, 5.71464071601, 1, 0.105591852218, 0.051137, 0.0, 5.71464071601, 1, 0.105591852218, 0.000107066, 3.36895262721e-16, 5.71464071601, 1, 0.094113268472, 6.0, 500.0, industrial.top_bin_right_01
right_arm_TRRT, 0.160630136, 1, 0.098284362, 0.007267, 0.0, 5.48198621669, 1, 0.0990969091654, 0.054962, 3.20858740754, 7.39118500316, 1, 0.128220960498, 0.000116774, 6.34413158614e-16, 5.48198621669, 1, 0.0882786435208, 6.0, 600.0, industrial.top_bin_right_01
right_arm_TRRT, 0.113658871, 1, 0.098312769, 3e-06, 0.0, 5.58837452797, 1, 0.102148000151, 0.015225, 0.0, 5.58837452797, 1, 0.102148000151, 0.000118102, 1.10256631766e-15, 5.58837452797, 1, 0.0910077918449, 6.0, 700.0, industrial.top_bin_right_01
right_arm_TRRT, 0.111946355, 1, 0.095897415, 2e-06, 0.0, 5.45420443387, 1, 0.0987104959786, 0.015928, 0.0, 5.45420443387, 1, 0.0987104959786, 0.00011894, 7.29575131908e-16, 5.45420443387, 1, 0.0880551790552, 6.0, 800.0, industrial.top_bin_right_01
right_arm_TRRT, 0.123541827, 1, 0.097462824, 3e-06, 0.0, 5.70650777155, 1, 0.10531296581, 0.025963, 0.0, 5.70650777155, 1, 0.10531296581, 0.000113003, 8.57551577521e-16, 5.70650777155, 1, 0.0935713941681, 6.0, 900.0, industrial.top_bin_right_01
right_arm_TRRT, 0.108802247, 1, 0.096831946, 2e-06, 0.0, 5.6905092243, 1, 0.105505391955, 0.011837, 0.0, 5.6905092243, 1, 0.105505391955, 0.000131301, 7.96297894712e-16, 5.6905092243, 1, 0.0939454942428, 6.0, 1000.0, industrial.top_bin_right_01
right_arm_TRRT, 0.228509783, 1, 0.092573767, 0.007113, 0.0, 5.7202976745, 1, 0.105563972145, 0.12872, 3.65831815668, 7.90997437751, 1, 0.066524287841, 0.000103016, 3.67522104391e-16, 5.7202976745, 1, 0.0939819029179, 7.0, 0.0, industrial.top_bin_right_01
right_arm_TRRT, 0.116269533, 1, 0.098886555, 3e-06, 0.0, 5.7103675226, 1, 0.105613134801, 0.017225, 0.0, 5.7103675226, 1, 0.105613134801, 0.000154978, 1.01068579002e-15, 5.7103675226, 1, 0.0941771780109, 7.0, 100.0, industrial.top_bin_right_01
right_arm_TRRT, 0.106862611, 1, 0.095373738, 2e-06, 0.0, 5.69374517342, 1, 0.105528540909, 0.011365, 0.0, 5.69374517342, 1, 0.105528540909, 0.000121873, 4.90029473363e-16, 5.69374517342, 1, 0.0939431791676, 7.0, 200.0, industrial.top_bin_right_01
