Experiment tabletop
Running on ros_monster
Starting at 2013-05-01T12:52:47.186730
Goal name tabletop.tabletop_06
10 seconds per run
320.511 seconds spent to collect the data
1 planners
OMPL_right_arm[TRRTkConfigDefault]
0 common properties
25 properties for each run
param_frontier_node_ratio REAL
param_frontier_threshold REAL
param_k_constant REAL
param_max_states_failed REAL
param_min_temperature REAL
param_range REAL
param_temp_change_factor REAL
path_interpolate_clearance REAL
path_interpolate_correct BOOLEAN
path_interpolate_length REAL
path_interpolate_smoothness REAL
path_interpolate_time REAL
path_plan_clearance REAL
path_plan_correct BOOLEAN
path_plan_length REAL
path_plan_smoothness REAL
path_plan_time REAL
path_simplify_clearance REAL
path_simplify_correct BOOLEAN
path_simplify_length REAL
path_simplify_smoothness REAL
path_simplify_time REAL
process_time REAL
solved BOOLEAN
total_time REAL
480 runs
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.088374652874630852; 0; 7.2080826051615645; 2.0884195291916698e-15; 0.000127181; 0.089428456234080453; 0; 14.414612470277504; 7.694956972956013; 0.25943899999999998; 0.090708492323756218; 0; 7.2080826051615627; 0; 0.0078180000000000003; 0.13093148600000007; 1; 0.39831566700000004; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.10293162907614853; 0; 7.42378860748578; 2.6914497566670462e-17; 0.00011; 0.090765970394663192; 0; 16.883405506818455; 4.8384605239020644; 0.67252900000000004; 0.11342655867338181; 0; 7.4237886074857817; 0; 0.0060910000000000001; 0.121746653; 1; 0.80047665300000004; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.10478772110108173; 0; 7.5074925884078354; 8.0743492700011387e-17; 0.000110419; 0.094422957726887288; 0; 10.245172031946231; 3.5116632877547462; 0.95887299999999998; 0.11656517535448074; 0; 7.5074925884078327; 0; 0.0065430000000000002; 0.1251284700000001; 1; 1.0906548890000001; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.10367852223641945; 0; 7.4234062684842739; 9.6892191240013655e-16; 0.000107416; 0.10106446593999863; 0; 15.642484110415992; 5.1605037250135348; 0.59535700000000003; 0.11445582285523415; 0; 7.423406268484273; 0; 0.006117; 0.12093518300000007; 1; 0.72251659900000009; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.10518525811758908; 0; 7.565582555801555; 2.4223047810003414e-16; 0.000108603; 0.092535836001237229; 0; 14.062402872879725; 5.7013231856889686; 0.318409; 0.11781301349401474; 0; 7.5655825558015533; 0; 0.0061619999999999999; 0.12810067300000003; 1; 0.45278027600000004; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.099325967623906983; 0; 7.2882638076133741; 7.8368684091187526e-17; 0.00011237400000000001; 0.075602544737713676; 0; 12.917819166843278; 4.3939539265749712; 0.35173500000000002; 0.10673267394304276; 0; 7.2882638076133732; 0; 0.0069329999999999999; 0.11869822000000002; 1; 0.47747859400000003; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.089744381710059107; 0; 7.2032947761538226; 9.8686491077791687e-17; 0.000119778; 0.093226091169259132; 0; 16.189589550797926; 5.9193290189070931; 0.30436999999999997; 0.092388123273849487; 0; 7.2032947761538226; 0; 0.0078270000000000006; 0.12105020200000004; 1; 0.43336698000000001; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.10427877781066028; 0; 7.5002924583442763; 9.6892190601372672e-16; 0.00010797500000000001; 0.099758449549737727; 0; 14.197807926388883; 5.3833389781252157; 0.50029000000000001; 0.11599161103367805; 0; 7.5002924583442754; 0; 0.0060720000000000001; 0.11857277700000003; 1; 0.62504275200000003; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.090921058112548456; 0; 7.217264001106015; 1.2335811384723962e-16; 0.000120686; 0.083512934771451081; 0; 10.499735154009485; 3.6822291077733666; 0.177233; 0.094089861959218979; 0; 7.2172640011060132; 0; 0.00777; 0.12553516100000001; 1; 0.31065884700000002; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.098429862190695369; 0; 7.2773470925865764; 1.8286026287943754e-16; 0.00011076800000000001; 0.080890823155641556; 0; 9.7543023593697811; 3.1989472951286473; 0.47052899999999998; 0.10518830269575119; 0; 7.2773470925865755; 0; 0.0069820000000000004; 0.11826538800000011; 1; 0.59588715600000008; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.10735442466808087; 0; 7.8393651437181209; 0; 0.000108813; 0.087689095099146172; 0; 17.743239350279207; 5.166458819682517; 0.66638399999999998; 0.12330113723874092; 0; 7.8393651437181235; 0; 0.00613; 0.12731592200000003; 1; 0.79993873500000001; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.094239914523703713; 0; 7.2136542957692447; 7.6129578831439306e-17; 0.000116495; 0.096009375294670463; 0; 12.029077294289863; 5.3233952152335373; 0.33948299999999998; 0.099018966779112816; 0; 7.2136542957692464; 0; 0.0069629999999999996; 0.12843457100000005; 1; 0.47499706600000002; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.099165147499126541; 0; 7.3157193705376233; 7.8368684091187526e-17; 0.00011398; 0.07254365086555481; 0; 10.770904686871949; 5.9529753010652522; 0.297682; 0.10655038803815842; 0; 7.3157193705376224; 0; 0.0069150000000000001; 0.116146174; 1; 0.42085715400000001; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.10065425822840017; 0; 7.3370712102182249; 2.6122894697062506e-17; 0.00011460900000000001; 0.095474123277447434; 0; 9.959508521799739; 4.1664113422924158; 0.40240199999999998; 0.10941602662205696; 0; 7.3370712102182241; 0; 0.0060870000000000004; 0.12664574000000001; 1; 0.53524934899999999; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.10822268750737696; 0; 8.0162412528000022; 1.5673736818237505e-16; 0.000117893; 0.094385710005697454; 0; 18.8460097579269; 4.7631362128733139; 0.50090299999999999; 0.12683144956827164; 0; 8.0162412528000004; 0; 0.0069760000000000004; 0.12379106500000012; 1; 0.63178795800000009; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.081768275140539595; 0; 7.3595460303736013; 1.3790138671700023e-15; 0.00012739000000000001; 0.081077173352241516; 0; 14.525283553318014; 4.6705094615123812; 0.27866999999999997; 0.083613848313689232; 0; 7.3595460303736013; 0; 0.0078100000000000001; 0.11921768000000003; 1; 0.40582507000000001; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.10413068803873929; 0; 7.4901932032715957; 1.0765799026668185e-16; 0.00010972000000000001; 0.089294426391522089; 0; 14.184565772348916; 4.552317057036726; 0.64319000000000004; 0.11550156772136688; 0; 7.490193203271593; 0; 0.0061040000000000001; 0.12468235700000006; 1; 0.77408607700000009; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.10249320549123428; 0; 7.3717651898885883; 1.0449157878825003e-16; 0.000112515; 0.090277047533737984; 0; 14.566658929992734; 5.4580232316856039; 0.270096; 0.11261999979615211; 0; 7.3717651898885883; 0; 0.006123; 0.12362542200000001; 1; 0.39995693700000001; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.10831831373712596; 0; 7.9990357284410747; 2.6122894697062508e-16; 0.000112584; 0.1016937877672414; 0; 17.892213364734904; 4.9925805823253944; 0.48746699999999998; 0.12674097344279289; 0; 7.9990357284410747; 0; 0.007084; 0.13682475100000002; 1; 0.63148833500000001; 
