Experiment industrial
Running on ros_monster
Starting at 2013-05-01T10:37:49.343047
Goal name industrial.top_bin_left_01
10 seconds per run
712.316 seconds spent to collect the data
1 planners
OMPL_right_arm[TRRTkConfigDefault]
0 common properties
25 properties for each run
param_frontier_node_ratio REAL
param_frontier_threshold REAL
param_k_constant REAL
param_max_states_failed REAL
param_min_temperature REAL
param_range REAL
param_temp_change_factor REAL
path_interpolate_clearance REAL
path_interpolate_correct BOOLEAN
path_interpolate_length REAL
path_interpolate_smoothness REAL
path_interpolate_time REAL
path_plan_clearance REAL
path_plan_correct BOOLEAN
path_plan_length REAL
path_plan_smoothness REAL
path_plan_time REAL
path_simplify_clearance REAL
path_simplify_correct BOOLEAN
path_simplify_length REAL
path_simplify_smoothness REAL
path_simplify_time REAL
process_time REAL
solved BOOLEAN
total_time REAL
160 runs
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.049572463256909567; 1; 7.5433855472402573; 3.9184342086963577e-16; 0.00012348; 0.056249765021836054; 1; 12.381535150143968; 6.9671131104750543; 0.33887299999999998; 0.086779332719743252; 1; 7.5433855472402556; 0; 0.0079579999999999998; 0.10066389600000007; 1; 0.44761837600000004; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.088398045; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.081575945000001; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.090244931000001; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.091686798; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.049765606191666686; 1; 7.5302933518143549; 3.1347473801954279e-16; 0.000108603; 0.061235746782686978; 1; 17.560340254176694; 6.3265741943610703; 3.6787000000000001; 0.08682082686573267; 1; 7.530293351814354; 0; 0.0079080000000000001; 0.097391140999999862; 1; 3.7841077439999999; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.049563939409220922; 1; 7.5554438190825515; 6.0082658086838338e-16; 0.00010727600000000001; 0.054234831527407677; 1; 21.233289637548737; 5.9929057484132136; 6.0308310000000001; 0.086771607398986816; 1; 7.5554438190825515; 0; 0.0079100000000000004; 0.10510969800000004; 1; 6.1439579740000001; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.081350346000001; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.049906587146003455; 1; 7.5521680434913945; 2.0898315793025684e-16; 0.00010818400000000001; 0.075235568359494215; 1; 14.204525989111378; 5.2812993986446042; 2.581915; 0.086799096316099167; 1; 7.5521680434913936; 0; 0.0079109999999999996; 0.10724630399999992; 1; 2.6971804879999999; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.049745065488797778; 1; 7.5298043004615973; 5.2245789594979947e-16; 0.00011076900000000001; 0.049948764095703764; 1; 10.12214603709041; 3.3981723623071329; 0.23377200000000001; 0.086796608753502369; 1; 7.5298043004615964; 0; 0.0078960000000000002; 0.10529993200000004; 1; 0.34707870100000004; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.049700903706252575; 1; 7.5239500013402818; 3.9184342128333391e-16; 0.000106228; 0.059763653591896095; 1; 17.495650805664493; 5.3706288518640433; 5.8077639999999997; 0.086867096833884716; 1; 7.5239500013402809; 0; 0.0078799999999999999; 0.10361500500000002; 1; 5.9193652329999997; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.049437922589919144; 1; 7.54028707143424; 3.9184342293812659e-16; 0.00011167600000000001; 0.057676336594990323; 1; 12.877638175490489; 3.8182994118683706; 0.32478800000000002; 0.086741938255727291; 1; 7.5402870714342392; 0; 0.0084550000000000007; 0.097593003999999969; 1; 0.43094768; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.04968169150764451; 1; 7.5271003320962553; 3.3959763188920893e-16; 0.00010706700000000001; 0.062286548173198335; 1; 12.55905759713351; 4.4178976056105492; 4.1371739999999999; 0.086756234988570213; 1; 7.5271003320962553; 0; 0.0083789999999999993; 0.10438178600000002; 1; 4.2500418529999999; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.049815352348720324; 1; 7.5365414724988034; 4.9633500048528209e-16; 0.00011055800000000001; 0.047143668222885862; 1; 11.616920178714782; 4.423759649917133; 1.1999359999999999; 0.086735799908638; 1; 7.5365414724987998; 0; 0.0084119999999999993; 0.10244696900000018; 1; 1.3109055270000001; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.087154522000001; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.049414370017235767; 1; 7.5572839689770825; 3.395976327166053e-16; 0.00010986000000000001; 0.064737817156128585; 1; 15.42959050585967; 5.4102373487834621; 1.5476829999999999; 0.08681061677634716; 1; 7.5572839689770808; 0; 0.0079170000000000004; 0.10613240099999995; 1; 1.6618422609999999; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.049725397489964962; 1; 7.5200448052889914; 2.6122894862541776e-16; 0.000117893; 0.048335379982988043; 1; 10.306347488256314; 2.9837075948428855; 0.23227900000000001; 0.086792735382914543; 1; 7.5200448052889906; 0; 0.0079419999999999994; 0.10382624100000003; 1; 0.34416513400000004; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.075281359; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.049549691488637644; 1; 7.5491239415552673; 2.3510605310095888e-16; 0.00011; 0.044737933948636052; 1; 10.483547228822196; 4.6134122284701018; 0.50213200000000002; 0.086859900504350662; 1; 7.5491239415552691; 0; 0.0079129999999999999; 0.099198887000000013; 1; 0.60935388700000004; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.049720627255737782; 1; 7.5280224768012642; 2.8735184243514256e-16; 0.00010497100000000001; 0.049564315149417289; 1; 11.859688287674128; 4.452751935283473; 1.7429889999999999; 0.086751609109342098; 1; 7.5280224768012616; 0; 0.0078580000000000004; 0.10197674000000022; 1; 1.8529287110000001; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.049414498238440824; 1; 7.5542536656592176; 2.3510605310095888e-16; 0.00010776500000000001; 0.055227791317380391; 1; 11.178577554265388; 2.8016463756880108; 0.387075; 0.086782877333462238; 1; 7.5542536656592176; 0; 0.0083820000000000006; 0.10025310600000002; 1; 0.49581787100000002; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.049775167669662661; 1; 7.5192233400162607; 6.0082658092832478e-16; 0.000111606; 0.063533008671723873; 1; 11.938426476935142; 3.5422912452634781; 0.177202; 0.086770460940897465; 1; 7.5192233400162598; 0; 0.0079220000000000002; 0.094546622999999996; 1; 0.27978222899999999; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.049450478050857782; 1; 7.5424790101298704; 3.9184342211073027e-16; 0.00010685700000000001; 0.061757544935163527; 1; 13.097921742926539; 4.2909278741153525; 1.146385; 0.086842230521142483; 1; 7.5424790101298722; 0; 0.007901; 0.099197632000000036; 1; 1.253590489; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.049471737679970616; 1; 7.5604370675502608; 2.8735184243514256e-16; 0.000110419; 0.054054120047525925; 1; 10.130481244012689; 6.1084680872118584; 0.235875; 0.08684603963047266; 1; 7.5604370675502635; 0; 0.0078810000000000009; 0.097275302000000008; 1; 0.34114172100000001; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.049585686010472918; 1; 7.5387438266502373; 2.3510605392835525e-16; 0.00010685700000000001; 0.052231830017476832; 1; 12.748071273710153; 3.4829442948945437; 3.9076520000000001; 0.086760038509964943; 1; 7.5387438266502365; 0; 0.0078869999999999999; 0.10318216499999998; 1; 4.0188280220000001; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.049372051650767815; 1; 7.5616769700177624; 6.0082658051462659e-16; 0.000110908; 0.058005462674533617; 1; 11.724462571539586; 4.4984121567826261; 0.64269600000000005; 0.086762998253107071; 1; 7.5616769700177606; 0; 0.0079480000000000002; 0.10786404800000002; 1; 0.75861895600000007; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.049586684278705544; 1; 7.5413485406742629; 3.1347473801954279e-16; 0.000106718; 0.06379477916142115; 1; 19.940990025593258; 5.6269083537275053; 5.225886; 0.086778542958199978; 1; 7.5413485406742637; 0; 0.0078899999999999994; 0.10628812700000025; 1; 5.3401708450000003; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.085111383999999; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.048878551707329118; 1; 7.5409975445283779; 4.4408921109115717e-16; 0.00011006900000000001; 0.052696342062619; 1; 18.02907769898523; 6.5816764634551328; 1.024179; 0.085970953106880188; 1; 7.5409975445283779; 0; 0.0084530000000000004; 0.1018036010000001; 1; 1.1345456700000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.081962308; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.049604589311296451; 1; 7.5554843371037643; 4.1796631639409465e-16; 0.00010958; 0.039221461831281584; 1; 10.901992115917537; 4.6542615326721837; 0.56399200000000005; 0.086739675141870975; 1; 7.5554843371037643; 0; 0.0079030000000000003; 0.10019067700000001; 1; 0.67219525700000005; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.04942884233177585; 1; 7.549860353170347; 4.4408921179867073e-16; 0.00010734600000000001; 0.064322070276830345; 1; 15.16446100267523; 5.5749934153927629; 2.6032350000000002; 0.086817399598658085; 1; 7.5498603531703452; 0; 0.0078630000000000002; 0.1011885960000001; 1; 2.7123939420000003; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.049690475194331479; 1; 7.5481941344715811; 3.6572052741366776e-16; 0.00010706600000000001; 0.063748856633901591; 1; 19.010850814779772; 5.8164512810440945; 9.6800239999999995; 0.086786971427500248; 1; 7.5481941344715828; 0; 0.0080649999999999993; 0.095418105000000447; 1; 9.783614171; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.090954377999999; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.049834570053088313; 1; 7.5211125565785801; 2.3510605392835525e-16; 0.00010916200000000001; 0.045574882267309089; 1; 10.252755612449615; 3.8223272968985; 1.9634780000000001; 0.086742470972239971; 1; 7.5211125565785792; 0; 0.0079070000000000008; 0.099647705000000086; 1; 2.0711418670000001; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.047323046348002905; 1; 7.5392179325086799; 4.9633500214007473e-16; 0.00010734600000000001; 0.053198097480667964; 1; 17.758193051968647; 4.6979820891109014; 5.7525370000000002; 0.084536570124328136; 1; 7.5392179325086799; 0; 0.0079450000000000007; 0.10464079400000019; 1; 5.8652301400000004; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.049632467082975543; 1; 7.5497620853160488; 3.1347473801954279e-16; 0.00010594900000000001; 0.09135045314377005; 1; 22.216356836876493; 6.5642495578903777; 6.8933619999999998; 0.086781745776534081; 1; 7.5497620853160479; 0; 0.0084329999999999995; 0.10599928999999983; 1; 7.0079002389999996; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.049308350967133749; 1; 7.5593719271654827; 3.134747376058445e-16; 0.00011237400000000001; 0.053556301038373604; 1; 11.051923207971306; 6.2906948629163768; 0.681863; 0.086764954030513763; 1; 7.5593719271654827; 0; 0.0079109999999999996; 0.09802974000000006; 1; 0.78791611400000006; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.049496582955779397; 1; 7.5188309127950914; 3.1347473754590325e-16; 0.00011027900000000001; 0.05395956477150321; 1; 17.368070449963302; 6.6695685353469241; 2.7030439999999998; 0.08669628668576479; 1; 7.5188309127950905; 0; 0.0079430000000000004; 0.10259647700000037; 1; 2.8136937560000002; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.049787151545067042; 1; 7.5279930935596973; 4.7021210578821958e-16; 0.00011083800000000001; 0.06745749504233782; 1; 13.23441494201419; 4.6014275375225901; 3.0863130000000001; 0.086830273270606995; 1; 7.5279930935596981; 0; 0.0078949999999999992; 0.098384864999999752; 1; 3.1927037029999998; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.04960765519782024; 1; 7.550517620246934; 4.440892102038194e-16; 0.00010776600000000001; 0.061621006888647877; 1; 12.948393536406686; 3.2637819235529975; 2.594484; 0.086802170611917973; 1; 7.550517620246934; 0; 0.0083759999999999998; 0.093251002000000041; 1; 2.696218768; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.082397838; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.083032900999999; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.049632427392198759; 1; 7.5462370958232032; 2.6122894776401745e-16; 0.00010518100000000001; 0.07334708294365555; 1; 15.07391886810553; 4.3228012899906663; 1.0131829999999999; 0.08678918331861496; 1; 7.546237095823205; 0; 0.0083929999999999994; 0.099738659000000007; 1; 1.1214198399999999; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.072974994028401047; 1; 7.8556874020337322; 0.001707851101413036; 7.4521e-05; 0.044828857062384486; 1; 11.667506590220558; 4.9642318664207403; 0.717001; 0.059522444286438471; 1; 7.8556874020337322; 0.0036166258618154229; 0.082109000000000001; 0.1022575490000001; 1; 0.9014420700000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.049576391548137456; 1; 7.5335495901045011; 2.3510605351465711e-16; 0.00011433000000000001; 0.051259149009218581; 1; 12.499345584868852; 6.339136123572322; 0.50203799999999998; 0.086791438050568104; 1; 7.5335495901044993; 0; 0.0081429999999999992; 0.098160955000000064; 1; 0.60845628500000004; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.052569615052026862; 1; 7.5221746414672985; 3.395976314415068e-16; 6.7187000000000006e-05; 0.03536249091848731; 1; 10.158012024089505; 2.25499171396915; 0.59914400000000001; 0.038296514957704968; 1; 7.5221746414672976; 1.4106363083173808e-15; 0.079253000000000004; 0.10671484800000007; 1; 0.78517903500000008; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.0497025950702236; 1; 7.5136411673644368; 2.6122894779802139e-16; 0.00010986000000000001; 0.045727522040788941; 1; 12.191432387852176; 5.0498732670153608; 2.110554; 0.08675481379032135; 1; 7.5136411673644359; 0; 0.0078989999999999998; 0.10685651499999993; 1; 2.225419375; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.065382413675679873; 1; 7.5384574213811213; 8.8817841873609076e-16; 5.2731e-05; 0.049414139473810792; 1; 11.352491551964981; 4.3197631392952855; 2.5420590000000001; 0.043291170948318074; 1; 7.5384574213811204; 6.3441315455686401e-16; 0.11644500000000001; 0.11558019000000012; 1; 2.7741369210000002; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 0; 10.075480757999999; 
