Experiment tabletop
Running on ros_monster
Starting at 2013-05-01T16:19:08.638820
Goal name tabletop.tabletop_10
10 seconds per run
539.444 seconds spent to collect the data
1 planners
OMPL_right_arm[TRRTkConfigDefault]
0 common properties
25 properties for each run
param_frontier_node_ratio REAL
param_frontier_threshold REAL
param_k_constant REAL
param_max_states_failed REAL
param_min_temperature REAL
param_range REAL
param_temp_change_factor REAL
path_interpolate_clearance REAL
path_interpolate_correct BOOLEAN
path_interpolate_length REAL
path_interpolate_smoothness REAL
path_interpolate_time REAL
path_plan_clearance REAL
path_plan_correct BOOLEAN
path_plan_length REAL
path_plan_smoothness REAL
path_plan_time REAL
path_simplify_clearance REAL
path_simplify_correct BOOLEAN
path_simplify_length REAL
path_simplify_smoothness REAL
path_simplify_time REAL
process_time REAL
solved BOOLEAN
total_time REAL
800 runs
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.10186418461980241; 0; 7.6633257005762312; 1.0227509095399086e-15; 0.00010972000000000001; 0.08869648680967443; 0; 12.480549969552014; 5.8740173075339319; 0.44640099999999999; 0.1124616377055645; 0; 7.663325700576233; 0; 0.0061339999999999997; 0.11851283000000003; 1; 0.57115755000000001; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.091342432113985225; 0; 7.4279351287459976; 1.2335811384723962e-16; 0.00011935900000000001; 0.087533123092725873; 0; 11.454696357067631; 3.7378154329405926; 0.43238100000000002; 0.095012450590729713; 0; 7.4279351287459976; 0; 0.0069560000000000004; 0.14039650100000001; 1; 0.57985286000000003; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.10345114812706456; 0; 7.8317668041723412; 3.7680296593338647e-16; 0.00010986100000000001; 0.095558795739303939; 0; 9.8839442883094311; 2.3127438152033544; 0.19556599999999999; 0.11639906093478203; 0; 7.8317668041723438; 0; 0.0060650000000000001; 0.11745140900000001; 1; 0.31919227; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.10073734661846449; 0; 7.6177533102084691; 0; 0.00011705400000000001; 0.09434274784647502; 0; 12.535713010396798; 5.0976724704750174; 0.103077; 0.11010009795427322; 0; 7.6177533102084665; 0; 0.0061669999999999997; 0.121281478; 1; 0.23064253200000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.084950354655046717; 0; 7.3942590019507817; 1.8483712937642725e-15; 0.00012306100000000002; 0.078388172884782156; 0; 14.634158364868505; 6.3375219390300774; 0.22580700000000001; 0.086690748110413551; 0; 7.3942590019507817; 0; 0.0077889999999999999; 0.111137922; 1; 0.34485698300000001; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.083703821877370008; 0; 7.4101739501751895; 1.0562121705231213e-15; 0.00012655200000000002; 0.082934748867283692; 0; 16.828492183027361; 5.9466816957994055; 0.68218500000000004; 0.085406022146344185; 0; 7.4101739501751904; 0; 0.0077889999999999999; 0.12176106999999996; 1; 0.811861622; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.1043342085498752; 0; 7.9231352777453132; 2.6376207502097643e-15; 0.00010937100000000001; 0.11409007923470603; 0; 17.640186206212942; 4.7600480541614347; 0.38757599999999998; 0.11872432380914688; 0; 7.9231352777453123; 0; 0.0061659999999999996; 0.113702836; 1; 0.50755420699999998; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.10350479366201343; 0; 7.8929280097489416; 1.1573233890733346e-15; 0.000109022; 0.08751231580972671; 0; 10.817630828393778; 3.8502252370420806; 0.57830700000000002; 0.11722127348184586; 0; 7.8929280097489398; 0; 0.0060429999999999998; 0.11284557300000007; 1; 0.69730459500000008; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.1008217686956579; 0; 7.6152504886220092; 1.3457248783335231e-16; 0.00011007000000000001; 0.089317320783933007; 0; 10.445545587574099; 5.0675683777077154; 0.27360400000000001; 0.11019184812903404; 0; 7.6152504886220083; 0; 0.0061009999999999997; 0.12966619200000001; 1; 0.40948126200000001; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.099810486988109695; 0; 7.5641349422642019; 2.0898315757650005e-16; 0.000116076; 0.1065450010355562; 0; 11.56226603108831; 4.9111968428064294; 0.27476200000000001; 0.1080571636557579; 0; 7.5641349422642019; 0; 0.0061069999999999996; 0.11734819; 1; 0.39833326600000002; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.098345259971478402; 0; 7.5038306513833231; 1.0449157878825003e-16; 0.00011335200000000001; 0.10375509996499334; 0; 13.474701885468322; 6.5010868435498184; 0.43947399999999998; 0.10510402545332909; 0; 7.5038306513833248; 0; 0.0060939999999999996; 0.12620429000000005; 1; 0.57188564200000003; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.095918809303215571; 0; 7.4728329444883697; 5.0753052554292869e-17; 0.00013521300000000002; 0.089586607825297579; 0; 12.158500555597067; 6.0843732899676581; 0.40681299999999998; 0.10109786316752434; 0; 7.4728329444883697; 0; 0.0070850000000000002; 0.127698175; 1; 0.54173138799999998; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.10390432003666372; 0; 7.9127736991492705; 1.5673736818237505e-16; 0.00011286300000000001; 0.093696971352283775; 0; 12.501144608949549; 6.8525316171331889; 0.46250200000000002; 0.11787313967943192; 0; 7.9127736991492705; 0; 0.0069309999999999997; 0.11453679100000001; 1; 0.58408265400000003; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.10170235484838486; 0; 7.7095395236997959; 8.0743492700011387e-17; 0.00011; 0.079622707687891453; 0; 8.8190711202278109; 2.6495764366006687; 0.35043800000000003; 0.1124868243932724; 0; 7.7095395236997959; 0; 0.0062249999999999996; 0.11760338899999999; 1; 0.47437638900000001; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.10129561207511208; 0; 7.6607624808593862; 2.6914497566670462e-17; 0.000110419; 0.10438855638106664; 0; 15.236376873437877; 6.293236313035826; 0.28008499999999997; 0.11125968769192696; 0; 7.6607624808593844; 0; 0.0061050000000000002; 0.11347597800000003; 1; 0.39977639700000001; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.096279033167021619; 0; 7.4941059714018108; 1.0150610510858574e-16; 0.00011523800000000001; 0.069466247958572286; 0; 14.633078819926698; 7.3582065677447757; 1.028246; 0.10175459459424019; 0; 7.494105971401809; 0; 0.0069480000000000002; 0.12649059700000007; 1; 1.1617998350000001; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.092276416305038661; 0; 7.4329573348106512; 1.4802973661668753e-16; 0.000117403; 0.073013082956490311; 0; 17.272883547660204; 5.5541174149184496; 1.03518; 0.09607790969312191; 0; 7.4329573348106495; 0; 0.0069909999999999998; 0.11840235200000009; 1; 1.1606907550000001; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.10408922804124428; 0; 7.9189713581599053; 3.2297397080004555e-16; 0.00011014000000000001; 0.09465754426577512; 0; 12.774370010469079; 4.7295356496037373; 0.59217699999999995; 0.11836059391498566; 0; 7.9189713581599035; 0; 0.0069699999999999996; 0.1335209610000001; 1; 0.73277810100000007; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.10348273023511424; 0; 7.8625379572541005; 5.3828995133340925e-17; 0.000109232; 0.075010797725274012; 0; 13.056957949697736; 4.3473388064488994; 0.67571899999999996; 0.11684556677937508; 0; 7.8625379572540997; 0; 0.0060809999999999996; 0.11774525000000004; 1; 0.799654482; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.10079109822125996; 0; 7.6133541819045059; 5.2245789394125013e-17; 0.00011314300000000001; 0.086468995610872901; 0; 14.331763020065596; 5.5147661124280356; 0.68379400000000001; 0.11011254042387009; 0; 7.6133541819045041; 0; 0.0066; 0.12625370599999999; 1; 0.81676084900000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.10471494666167667; 0; 8.1609579821122171; 1.5225915766287861e-16; 0.00011705400000000001; 0.081904149148613214; 0; 15.467096974578933; 3.4547700819843374; 0.692909; 0.11726484820246696; 0; 8.1609579821122136; 0; 0.0073299999999999997; 0.11540787900000005; 1; 0.81576393300000005; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.10438202715971891; 0; 8.001162548101032; 8.881784210541963e-16; 0.00011342200000000001; 0.089537464910083353; 0; 12.827591888107321; 5.5287724533883109; 0.64598100000000003; 0.11976683139801025; 0; 8.001162548101032; 0; 0.006953; 0.12562680899999998; 1; 0.77867423099999999; 
