Experiment narrow_passage
Running on ros_monster
Starting at 2013-05-01T10:58:28.139910
Goal name narrow_passage.right_02
10 seconds per run
408.615 seconds spent to collect the data
1 planners
OMPL_arms[TRRTkConfigDefault]
0 common properties
25 properties for each run
param_frontier_node_ratio REAL
param_frontier_threshold REAL
param_k_constant REAL
param_max_states_failed REAL
param_min_temperature REAL
param_range REAL
param_temp_change_factor REAL
path_interpolate_clearance REAL
path_interpolate_correct BOOLEAN
path_interpolate_length REAL
path_interpolate_smoothness REAL
path_interpolate_time REAL
path_plan_clearance REAL
path_plan_correct BOOLEAN
path_plan_length REAL
path_plan_smoothness REAL
path_plan_time REAL
path_simplify_clearance REAL
path_simplify_correct BOOLEAN
path_simplify_length REAL
path_simplify_smoothness REAL
path_simplify_time REAL
process_time REAL
solved BOOLEAN
total_time REAL
160 runs
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.015878856182098389; 1; 13.479627608439849; 4.0371746338025734e-16; 0.00019674300000000001; 0.015878856182098389; 1; 27.888455040729209; 4.8513826672695197; 2.1091709999999999; 0.015878856182098389; 1; 13.479627608439845; 0; 0.0079609999999999993; 0.15301408300000036; 1; 2.2703428260000003; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.015878856182098389; 1; 13.386353056029559; 5.512831594803772e-16; 0.00018494100000000002; 0.015878856182098389; 1; 30.244387211249045; 5.3062122670359999; 3.2997830000000001; 0.015878856182098389; 1; 13.386353056029563; 0; 0.0088260000000000005; 0.13972999899999972; 1; 3.4485239399999998; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.015878856182098389; 1; 15.0714831341974; 6.1062266699658276e-16; 0.00021280700000000002; 0.015878856182098389; 1; 31.826047141061707; 6.9588880322155298; 1.6827639999999999; 0.015878856182098389; 1; 15.071483134197397; 0; 0.0073509999999999999; 0.1454904180000002; 1; 1.8358182250000001; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.015878856182098389; 1; 17.833676740263243; 6.2412537977579714e-16; 0.00022090800000000002; 0.015878856182098389; 1; 40.931575311575543; 5.0601544016385578; 2.2669069999999998; 0.015878856182098389; 1; 17.833676740263247; 0; 0.010557; 0.1438342680000001; 1; 2.4215191759999999; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.015878856182098389; 1; 11.738537324253757; 8.2238742461899459e-16; 0.000161194; 0.015878856182098389; 1; 36.919862021884839; 6.3987654130961227; 2.6826880000000002; 0.015878856182098389; 1; 11.738537324253752; 0; 0.0071130000000000004; 0.14321596499999983; 1; 2.833178159; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.015878856182098389; 1; 15.389653687369362; 5.3290705259079913e-16; 0.00020931400000000002; 0.015878856182098389; 1; 38.264149780965468; 6.8751376728193394; 2.709022; 0.015878856182098389; 1; 15.389653687369361; 0; 0.012328; 0.14484157400000022; 1; 2.8664008880000003; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.015878856182098389; 1; 13.557961400335069; 3.3306690701691713e-16; 0.00019842000000000001; 0.015878856182098389; 1; 31.306836994116196; 6.4459856606362669; 1.5348489999999999; 0.015878856182098389; 1; 13.557961400335067; 0; 0.010300999999999999; 0.13757801800000005; 1; 1.682926438; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.015878856182098389; 1; 11.547018786280555; 8.2238742506257729e-16; 0.00016161300000000001; 0.015878856182098389; 1; 33.984679677090419; 5.3930532948313115; 2.5842510000000001; 0.015878856182098389; 1; 11.547018786280557; 0; 0.0073759999999999997; 0.13425259499999975; 1; 2.7260412079999998; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.015878856182098389; 1; 13.412356602951938; 9.8005894313782795e-16; 0.00017048200000000001; 0.015878856182098389; 1; 34.461923832104802; 6.0289587326807208; 3.7233350000000001; 0.015878856182098389; 1; 13.41235660295194; 0; 0.012348; 0.15317437500000025; 1; 3.8890278570000003; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.015878856182098389; 1; 17.062455413972344; 2.2838873386847348e-15; 0.000208686; 0.015878856182098389; 1; 34.754842729108127; 5.6499108412912893; 3.1040260000000002; 0.015878856182098389; 1; 17.062455413972344; 0; 0.0080610000000000005; 0.14372645999999964; 1; 3.2560221459999998; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.015878856182098389; 1; 15.815379668401444; 3.9184342033966156e-16; 0.00020680000000000001; 0.015878856182098389; 1; 38.049297107772766; 6.2916647021074175; 2.375251; 0.015878856182098389; 1; 15.815379668401441; 0; 0.0088900000000000003; 0.14658640200000006; 1; 2.5309342020000001; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.015878856182098389; 1; 12.600468452844268; 7.735747519671071e-16; 0.000188013; 0.015878856182098389; 1; 27.671021336533798; 5.8961799551082716; 3.0255480000000001; 0.015878856182098389; 1; 12.600468452844266; 0; 0.0079769999999999997; 0.132460352; 1; 3.1661733650000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.015878856182098389; 1; 12.03597108413331; 1.0197604121195598e-15; 0.00016552400000000001; 0.015878856182098389; 1; 30.671628713857523; 6.6057782698458567; 2.0278939999999999; 0.015878856182098389; 1; 12.035971084133308; 0; 0.0072570000000000004; 0.15997814200000024; 1; 2.1952946660000001; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.015878856182098389; 1; 12.48766176966101; 3.2895497182216544e-16; 0.00016454600000000001; 0.015878856182098389; 1; 23.836839688032477; 5.5201471543893756; 1.6668829999999999; 0.015878856182098389; 1; 12.487661769661006; 0; 0.0071479999999999998; 0.14537584900000022; 1; 1.8195713950000001; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.015878856182098389; 1; 15.81933058107178; 7.3591926250710199e-16; 0.000217347; 0.015878856182098389; 1; 34.724358854981517; 6.6350673702746574; 1.9759910000000001; 0.015878856182098389; 1; 15.819330581071782; 0; 0.0088590000000000006; 0.13653073400000007; 1; 2.1215980810000001; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.015878856182098389; 1; 13.962614537084654; 8.8817842345098864e-16; 0.00017886400000000001; 0.015878856182098389; 1; 30.665510629321332; 5.8990193229622623; 2.7081710000000001; 0.015878856182098389; 1; 13.962614537084651; 0; 0.0072550000000000002; 0.13531416099999993; 1; 2.8509190250000001; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.015878856182098389; 1; 16.382279180563767; 6.9080543850528323e-16; 0.00021315600000000002; 0.015689248219132423; 1; 42.374882922880722; 5.9870647950769884; 2.9510299999999998; 0.015878856182098389; 1; 16.382279180563764; 0; 0.011483999999999999; 0.14799733199999998; 1; 3.1107244879999998; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.015878856182098389; 1; 17.181896421663225; 5.281060898884196e-16; 0.00021720600000000001; 0.015878856182098389; 1; 46.006271794609596; 5.8488620942499203; 2.8753169999999999; 0.015878856182098389; 1; 17.181896421663229; 0; 0.012399; 0.1394624589999999; 1; 3.0273956649999998; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.015878856182098389; 1; 16.241028432621675; 6.4146219580297902e-16; 0.000216159; 0.015878856182098389; 1; 31.460202211468275; 5.6904360924969213; 2.749781; 0.015878856182098389; 1; 16.241028432621679; 0; 0.010670000000000001; 0.15751831300000019; 1; 2.9181854720000002; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.015878856182098389; 1; 15.317503415593697; 6.9977693715966644e-16; 0.00020009500000000001; 0.015878856182098389; 1; 41.693547485979003; 6.8826635063695454; 2.0079039999999999; 0.015878856182098389; 1; 15.317503415593695; 0; 0.0097879999999999998; 0.12576262700000004; 1; 2.143654722; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.015878856182098389; 1; 15.802237959215653; 7.314410537673871e-16; 0.000206591; 0.015878856182098389; 1; 41.12720481138382; 6.1295770296860868; 1.8510340000000001; 0.015878856182098389; 1; 15.802237959215653; 0; 0.0097439999999999992; 0.13632428499999988; 1; 1.997308876; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.015878856182098389; 1; 14.838488766824444; 9.9583641435031337e-16; 0.00019520600000000001; 0.015878856182098389; 1; 35.923619477453826; 6.1886856527462388; 3.2968310000000001; 0.015878856182098389; 1; 14.838488766824444; 0; 0.0088789999999999997; 0.14422067599999996; 1; 3.450125882; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.015878856182098389; 1; 14.3124866609484; 7.1627291750630316e-16; 0.000194718; 0.015878856182098389; 1; 35.848094233148615; 5.9247707049308076; 1.520213; 0.015878856182098389; 1; 14.312486660948398; 0; 0.013735000000000001; 0.15429789499999999; 1; 1.688440613; 
