Experiment industrial
Running on ros_monster
Starting at 2013-05-01T02:55:08.797949
Goal name industrial.top_bin_right_01
60 seconds per run
24.6062 seconds spent to collect the data
1 planners
OMPL_right_arm[TRRTkConfigDefault]
0 common properties
25 properties for each run
param_frontier_node_ratio REAL
param_frontier_threshold REAL
param_k_constant REAL
param_max_states_failed REAL
param_min_temperature REAL
param_range REAL
param_temp_change_factor REAL
path_interpolate_clearance REAL
path_interpolate_correct BOOLEAN
path_interpolate_length REAL
path_interpolate_smoothness REAL
path_interpolate_time REAL
path_plan_clearance REAL
path_plan_correct BOOLEAN
path_plan_length REAL
path_plan_smoothness REAL
path_plan_time REAL
path_simplify_clearance REAL
path_simplify_correct BOOLEAN
path_simplify_length REAL
path_simplify_smoothness REAL
path_simplify_time REAL
process_time REAL
solved BOOLEAN
total_time REAL
48 runs
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.093895509582141351; 1; 5.7052326999101322; 6.4316368573230679e-16; 9.4006000000000008e-05; 0.07001073455268686; 1; 8.7544059690426259; 3.1747140110576009; 0.151031; 0.10548706352710724; 1; 5.7052326999101304; 0; 0.0070260000000000001; 0.097672658000000009; 1; 0.25582366400000001; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.093815319753926374; 1; 5.700327532973124; 5.5128315796503191e-16; 9.2610000000000009e-05; 0.046587430539407899; 1; 10.02094187793044; 3.4759697414385937; 0.70395300000000005; 0.10546617954969406; 1; 5.7003275329731231; 0; 0.0070080000000000003; 0.10446748599999994; 1; 0.815521096; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.094192178855682235; 1; 5.698438249810887; 7.3504421027691516e-16; 9.4355e-05; 0.058059654413507536; 1; 11.73564627074188; 4.6550761962117724; 0.359796; 0.10567054897546768; 1; 5.6984382498108879; 0; 0.0070289999999999997; 0.099839305000000045; 1; 0.46675866000000005; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.093798622488975525; 1; 5.7185174975036945; 3.981489465859347e-16; 9.3238000000000004e-05; 0.051291380292521074; 1; 9.1967135640343969; 4.2460287873991795; 0.38050200000000001; 0.10542404279112816; 1; 5.7185174975036936; 0; 0.0070359999999999997; 0.092555799000000036; 1; 0.48018703700000004; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.093860027091256501; 1; 5.7076373095366586; 4.9002947336275646e-16; 9.4076000000000012e-05; 0.061996428828154294; 1; 9.0586920139195808; 4.40625046258514; 0.142401; 0.10545441135764122; 1; 5.7076373095366604; 0; 0.007077; 0.099518677000000028; 1; 0.24909075300000003; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.094077870506664801; 1; 5.6963387984381066; 8.8817842081805651e-16; 9.4356000000000003e-05; 0.061841879796702415; 1; 10.999125497742886; 4.9894023362658499; 0.29080600000000001; 0.10559061169624329; 1; 5.6963387984381066; 0; 0.0070549999999999996; 0.09797774699999999; 1; 0.39593310300000001; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.093940058401946358; 1; 5.7229967905716714; 6.1253684035455833e-16; 9.4565e-05; 0.074748521463738546; 1; 6.9707073010119673; 0.99438161089942645; 0.109486; 0.10549208521842957; 1; 5.7229967905716714; 0; 0.0071250000000000003; 0.093081168999999991; 1; 0.209786734; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.088103697502187314; 1; 5.4922293017140875; 4.1236855258474811e-16; 9.0514000000000008e-05; 0.078745213523507121; 1; 8.6793233733354516; 4.2742867279528181; 0.10888200000000001; 0.098768929019570351; 1; 5.4922293017140866; 0; 0.0070590000000000002; 0.092173105000000005; 1; 0.20820461900000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.09408792108297348; 1; 5.7166738047122765; 7.9629789280276533e-16; 9.4705000000000009e-05; 0.052816484123468399; 1; 8.5464195569315855; 3.2634575684441116; 0.118868; 0.10559841245412827; 1; 5.7166738047122756; 0; 0.0070470000000000003; 0.11047434700000003; 1; 0.23648405200000003; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.094063058238604974; 1; 5.6894191074225189; 6.1253684256730735e-16; 9.3518000000000008e-05; 0.046253863644475736; 1; 7.7703465344069285; 2.5558186301091337; 0.38333899999999999; 0.10560446232557297; 1; 5.6894191074225189; 0; 0.0069930000000000001; 0.095719683000000041; 1; 0.48614520100000003; 
